Erläuterungen;Planungsstelle;Produkt;Maßnahme;Sachkonto;Bezeichnung;Budget;Deckungskreis;Deckungsschlüssel;bewirtschaftende Dienststelle;anordnende Dienststelle;Investitionskennzeichen;Dotierkreis;Ansatz aktuell;Aktuelles Soll;ansatz vorjahr;Soll Vorjahr;Rg Erg vorvorjahr;RG Vorjahr;RG Aktuell;Planjahr+1;Planjahr+2;Planjahr+3;VE aktuell
Nein;1.2.2.3.502210;1.2.2.3;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0,00;60;55.800;0;53.320;42.973,50;52.094,92;12.360,77;0;56.920;58.060;59.230;0
Nein;1.2.2.3.502220;1.2.2.3;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;926,37;905,65;0;0;0;0;0;0
Nein;1.2.2.3.503200;1.2.2.3;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;0,00;0,00;0;60;4.300;0;4.090;3.335,60;4.079,58;957,95;0;4.390;4.480;4.570;0
Nein;1.2.2.3.504200;1.2.2.3;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;0,00;0,00;0,00;60;11.600;0;11.060;9.103,82;11.017,25;2.564,81;0;11.840;12.080;12.330;0
Nein;1.2.2.3.505100;1.2.2.3;0;505100;Beamte, Beihilfen;3;1500000;1;0;0,00;0;60;21.600;0;21.550;0;21.091,00;0;0;22.040;22.490;22.940;0
Nein;1.2.2.3.506290;1.2.2.3;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;71,6;85,92;21,48;0;0;0;0;0
Nein;1.2.2.3.507110;1.2.2.3;0;507110;Pensionsrückstellungen (Beamte);3;1500000;1;;;0;60;21.500;0;33.120;0;101.240,52;0;0;21.930;22.370;22.820;0
Nein;1.2.2.3.507120;1.2.2.3;0;507120;Beihilferückstellungen (Beamte);3;1500000;1;;;0;60;900;0;2.600;0;21.951,34;0;0;920;940;960;0
Nein;1.2.2.3.508100;1.2.2.3;0;508100;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Beamte;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.508120;1.2.2.3;0;508120;Zf. Überstundenrückst. Beamte;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.508200;1.2.2.3;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.508220;1.2.2.3;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.509000;1.2.2.3;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;0;0;0,01;0;0;0;0;0;0
Nein;1.2.2.3.511100;1.2.2.3;0;511100;Versorgungsaufwendungen für Beamte;3;1510000;1;;;0;60;90.900;0;79.920;0;0;0;0;92.720;94.580;96.480;0
Ja;1.2.2.3.523800;1.2.2.3;0;523800;Geringwertige Geräte,Ausstattungs-,Ausrüstungs-,Gebrauchsgegenstände;3;11223;1;0;0;0;30;500;0;500;0;507,38;0;0;500;500;500;0
Ja;1.2.2.3.525500;1.2.2.3;0;525500;Kostenerstattungen an den privaten Bereich;3;11223;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.538320;1.2.2.3;0;538320;Abschreibungen auf Betriebsausstattung;3;0;0;;;0;80;495;0;600;0;0;0;0;288;288;288;0
Nein;1.2.2.3.538330;1.2.2.3;0;538330;Abschreibungen auf Geschäftsausstattung;3;0;0;;;0;80;250;0;280;0;0;0;0;0;0;0;0
Ja;1.2.2.3.562100;1.2.2.3;0;562100;Mieten, Pachten u. Erbbauzinsen;3;11223;1;0,00;0,00;0,00;30;9.400;0;9.400;9.374,88;9.374,88;9.374,88;0;9.400;9.400;9.400;0
Ja;1.2.2.3.563100;1.2.2.3;0;563100;Büromaterial;3;11223;1;;;0,00;30;3.000;0;3.000;2.128,58;2.303,77;1.287,92;0;3.000;3.000;3.000;0
Nein;1.2.2.3.563200;1.2.2.3;0;563200;Fachliteratur, Zeitschriften;3;11223;1;;;0;30;1.500;0;1.500;1.152,28;1.366,47;163;0;1.500;1.500;1.500;0
Ja;1.2.2.3.563400;1.2.2.3;0;563400;Telefon Datenübertragungskosten;3;11223;1;;;0;30;300;0;500;564,98;0;0;0;300;500;300;0
Nein;1.2.2.3.564140;1.2.2.3;0;564140;Unfallversicherungen;3;11223;1;;;0;80;250;0;200;232,59;212,7;0;0;250;250;250;0
Ja;1.2.2.3.564200;1.2.2.3;0;564200;Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen;3;11223;1;0;0;0;80;160;0;160;160;160;160;0;160;160;160;0
Nein;1.2.2.3.631200;1.2.2.3;0;631200;Gebühren f. die Erteilung v. Bescheiden;3;0;0;0;0,00;0,00;30;70.000;0;70.000;0;77.392,08;19.617,85;0;70.000;70.000;70.000;0
Nein;1.2.2.3.641900;1.2.2.3;0;641900;sonstige privatrechtl. Leistungsentgelte;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.661300;1.2.2.3;0;661300;Verkauf von Stammbüchern;3;0;0;0;0,00;0;30;2.000;0;2.000;0;1.786,00;139;0;2.000;2.000;2.000;0
Nein;1.2.2.3.702110;1.2.2.3;0;702110;Bezüge der Beamten;3;1500000;1;0;0,00;0,00;60;71.500;0;68.420;0;69.805,62;11.247,48;0;72.930;74.390;75.880;0
Nein;1.2.2.3.702210;1.2.2.3;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0,00;60;55.800;0;53.320;0;52.094,92;12.360,77;0;56.920;58.060;59.230;0
Nein;1.2.2.3.702220;1.2.2.3;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;905,65;0;0;0;0;0;0
Nein;1.2.2.3.703200;1.2.2.3;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;0;0,00;0;60;4.300;0;4.090;0;4.079,58;957,95;0;4.390;4.480;4.570;0
Nein;1.2.2.3.704200;1.2.2.3;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;0;0,00;0,00;60;11.600;0;11.060;0;11.017,25;2.564,81;0;11.840;12.080;12.330;0
Nein;1.2.2.3.705100;1.2.2.3;0;705100;Beihilfen, Unterstützungsleistunen u dgl. Beamte;3;1500000;1;0;0,00;0;60;21.600;0;21.550;0;21.091,00;0;0;22.040;22.490;22.940;0
Nein;1.2.2.3.706290;1.2.2.3;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;85,92;21,48;0;0;0;0;0
Nein;1.2.2.3.709000;1.2.2.3;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;0;0;16,45;0;0;0;0;0;0
Nein;1.2.2.3.711100;1.2.2.3;0;711100;Versorgungsauszahlungen für Beamte;3;1510000;1;;;0;60;90.900;0;79.920;0;0;0;0;92.720;94.580;96.480;0
Nein;1.2.2.3.723800;1.2.2.3;0;723800;Auszahlung Unterhalt geringwert. Geräte Ausstattungs-Ausrüstungs sonst.Gebrauchs;3;11223;1;0;0;0;30;500;0;500;0;507,38;0;0;500;500;500;0
Nein;1.2.2.3.725500;1.2.2.3;0;725500;Kostenerstattungen an den privaten Bereich;3;11223;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.3.762100;1.2.2.3;0;762100;Mieten, Pachten u. Erbbauzinsen;3;11223;1;0;0;0,00;30;9.400;0;9.400;0;0;3.124,96;0;9.400;9.400;9.400;0
Nein;1.2.2.3.763100;1.2.2.3;0;763100;Büromaterial ;3;11223;1;;;0,00;30;3.000;0;3.000;0;2.303,77;1.287,92;0;3.000;3.000;3.000;0
Nein;1.2.2.3.763200;1.2.2.3;0;763200;Fachliteratur, Zeitschriften;3;11223;1;;;0;30;1.500;0;1.500;0;1.286,67;242,8;0;1.500;1.500;1.500;0
Nein;1.2.2.3.763400;1.2.2.3;0;763400;Telefon Datenübertragungskosten;3;11223;1;;;0;30;300;0;500;0;0;0;0;300;500;300;0
Nein;1.2.2.3.764140;1.2.2.3;0;764140;Unfallversicherungen;3;11223;1;;;0;80;250;0;200;0;0;0;0;250;250;250;0
Nein;1.2.2.3.764200;1.2.2.3;0;764200;Beiträge z Wirtschaftsverbänden Berufsvertretungen u. Vereinen;3;11223;1;0;0;0;80;160;0;160;0;160;160;0;160;160;160;0
Ja;1.2.2.3/0001.785710;1.2.2.3;1;785710;Auszahlungen für bewegliche Sachen des Anlagevermögens über 410 Euro;3;0;0;;;0;30;2.000;0;2.000;0;0;0;0;2.000;2.000;2.000;0
Ja;1.2.2.4.431200;1.2.2.4;0;431200;Gebühren für die Erteilung von Bescheiden;3;0;0;;;0,00;30;15.000;0;15.000;21.297,65;31.801,36;5.683,52;0;16.000;16.000;16.000;0
Nein;1.2.2.4.442490;1.2.2.4;0;442490;Kostenerstattungen vom sonstigen öffentlichen Bereich;3;0;0;;;0;30;0;0;0;0;5.827,78;0;0;0;0;0;0
Ja;1.2.2.4.462100;1.2.2.4;0;462100;Ordnungsrechtliche Erträge ;3;0;0;;;0;30;500;0;500;0;0;0;0;500;500;500;0
Nein;1.2.2.4.466140;1.2.2.4;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.4.502210;1.2.2.4;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;9.370,75;0;0;0;0;0;0
Nein;1.2.2.4.502220;1.2.2.4;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;147,73;365,19;0;0;0;0;0;0
Nein;1.2.2.4.503200;1.2.2.4;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;;;0;60;0;0;0;11,45;476,47;0;0;0;0;0;0
Nein;1.2.2.4.504200;1.2.2.4;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;;;0;60;0;0;0;0;1.351,86;0;0;0;0;0;0
Nein;1.2.2.4.506290;1.2.2.4;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;0;11,43;0;0;0;0;0;0
Nein;1.2.2.4.508200;1.2.2.4;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.4.508220;1.2.2.4;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.4.509000;1.2.2.4;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Ja;1.2.2.4.562500;1.2.2.4;0;562500;Sachverständigen- Gerichts- und ähnliche Aufwendungen;3;11224;1;;;0;30;3.000;0;3.000;1.504,39;4.247,79;968,52;0;3.000;3.000;3.000;0
Nein;1.2.2.4.563100;1.2.2.4;0;563100;Büromaterial;3;11224;1;;;0;30;100;0;100;0;44,09;0;0;100;100;100;0
Nein;1.2.2.4.564140;1.2.2.4;0;564140;Unfallversicherungen;3;11224;1;;;0;80;20;0;100;17,98;105,56;0;0;20;20;20;0
Nein;1.2.2.4.631200;1.2.2.4;0;631200;Gebühren f. die Erteilung v. Bescheiden;3;0;0;;;0,00;30;15.000;0;15.000;0;28.974,51;4.259,38;0;16.000;16.000;16.000;0
Nein;1.2.2.4.642490;1.2.2.4;0;642490;Kostenerst. Kostenuml. v öffentl. Bereich v sonst öffentl Bereich;3;0;0;;;0;30;0;0;0;0;5.827,78;0;0;0;0;0;0
Nein;1.2.2.4.662100;1.2.2.4;0;662100;Ordnungsrechtl. Einzahlungen (Bußgelder, Verwarnungsgelder u.a.);3;0;0;;;0;30;500;0;500;0;0;0;0;500;500;500;0
Nein;1.2.2.4.702210;1.2.2.4;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;9.370,75;0;0;0;0;0;0
Nein;1.2.2.4.702220;1.2.2.4;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;365,19;0;0;0;0;0;0
Nein;1.2.2.4.703200;1.2.2.4;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;476,47;0;0;0;0;0;0
Nein;1.2.2.4.704200;1.2.2.4;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;1.351,86;0;0;0;0;0;0
Nein;1.2.2.4.706290;1.2.2.4;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;11,43;0;0;0;0;0;0
Nein;1.2.2.4.709000;1.2.2.4;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.4.762500;1.2.2.4;0;762500;Sachverständigen- Gerichts- u ähnl. Auszahlungen;3;11224;1;;;0;30;3.000;0;3.000;0;4.997,79;968,52;0;3.000;3.000;3.000;0
Nein;1.2.2.4.763100;1.2.2.4;0;763100;Büromaterial ;3;11224;1;;;0;30;100;0;100;0;44,09;0;0;100;100;100;0
Nein;1.2.2.4.764140;1.2.2.4;0;764140;Unfallversicherungen;3;11224;1;;;0;80;20;0;100;0;0;0;0;20;20;20;0
Ja;1.2.2.6.414490;1.2.2.6;0;414490;Zuweisungen vom sonstigen öffentlichen Bereich;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.431100;1.2.2.6;0;431100;Passgebühren;3;0;0;;;0,00;30;90.000;0;100.000;77.522,60;110.119,10;23.657,30;0;90.000;90.000;90.000;0
Ja;1.2.2.6.431200;1.2.2.6;0;431200;Gebühren für die Erteilung von Bescheiden;3;0;0;;;0,00;30;35.000;0;32.000;39.250,15;41.360,95;8.163,20;0;35.000;35.000;37.000;0
Nein;1.2.2.6.442490;1.2.2.6;0;442490;Kostenerstattungen vom sonstigen öffentlichen Bereich;3;0;0;;;0;30;0;0;0;0;5.827,77;0;0;0;0;0;0
Nein;1.2.2.6.462100;1.2.2.6;0;462100;Ordnungsrechtliche Erträge ;3;0;0;;;0;30;500;0;0;270;1.647,45;0;0;500;500;500;0
Nein;1.2.2.6.466140;1.2.2.6;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.466141;1.2.2.6;0;466141;Aufl. Pensions+Beih. Rückstell;3;0;0;;;0;80;0;0;0;0;36.147,16;0;0;0;0;0;0
Nein;1.2.2.6.466143;1.2.2.6;0;466143;Ert. Aufl ATZ RS AN;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.502110;1.2.2.6;0;502110;Bezüge der Beamten;3;1500000;1;0;0,00;0;60;0;0;0;0;64.733,15;0;0;0;0;0;0
Nein;1.2.2.6.502210;1.2.2.6;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0,00;60;169.000;0;165.370;126.190,66;114.417,89;35.525,59;0;172.380;175.830;179.350;0
Nein;1.2.2.6.502220;1.2.2.6;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;1.200,15;2.193,34;0;0;0;0;0;0
Nein;1.2.2.6.503200;1.2.2.6;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;0,00;0,00;0,00;60;13.000;0;12.800;9.841,71;8.720,17;2.722,24;0;13.260;13.530;13.810;0
Nein;1.2.2.6.504200;1.2.2.6;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;0,00;0,00;0,00;60;34.700;0;34.190;26.359,54;23.689,64;7.360,26;0;35.400;36.110;36.840;0
Nein;1.2.2.6.505100;1.2.2.6;0;505100;Beamte, Beihilfen;3;1500000;1;0;0,00;0;60;0;0;0;0;10.038,47;0;0;0;0;0;0
Nein;1.2.2.6.506290;1.2.2.6;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;70,58;177,65;20,46;0;0;0;0;0
Nein;1.2.2.6.507110;1.2.2.6;0;507110;Pensionsrückstellungen (Beamte);3;1500000;1;;;0;60;0;0;0;0;28.256,23;0;0;0;0;0;0
Nein;1.2.2.6.507120;1.2.2.6;0;507120;Beihilferückstellungen (Beamte);3;1500000;1;;;0;60;100;0;0;0;9.543,19;0;0;110;120;130;0
Nein;1.2.2.6.508100;1.2.2.6;0;508100;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Beamte;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.508120;1.2.2.6;0;508120;Zf. Überstundenrückst. Beamte;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.508200;1.2.2.6;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.508220;1.2.2.6;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.509000;1.2.2.6;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;20;0;18,06;0;0;0;0;0;0
Nein;1.2.2.6.511100;1.2.2.6;0;511100;Versorgungsaufwendungen für Beamte;3;1510000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Ja;1.2.2.6.523800;1.2.2.6;0;523800;Geringwertige Geräte,Ausstattungs-,Ausrüstungs-,Gebrauchsgegenstände;3;11226;1;0;0;0;30;500;0;500;758,23;208,25;0;0;500;500;500;0
Ja;1.2.2.6.525410;1.2.2.6;0;525410;Kostenerstattungen an den Bund;3;11226;1;;;0;30;5.000;0;5.500;3.202,24;3.832,08;0;0;5.000;5.000;5.000;0
Ja;1.2.2.6.525420;1.2.2.6;0;525420;Kostenerstattungen an das Land;3;11226;1;;;0;30;2.200;0;2.100;1.393;1.916,00;0;0;2.200;2.200;2.200;0
Ja;1.2.2.6.525430;1.2.2.6;0;525430;Kostenerstattungen an Gemeinden und Gemeindeverbände;3;11226;1;;;0;30;10.000;0;10.000;3.142,75;8.909,80;0;0;10.000;10.000;10.000;0
Nein;1.2.2.6.561400;1.2.2.6;0;561400;Aufwendungen für allgemeine Betreuung der Bediensteten;3;11226;1;;;0;30;50;0;0;5;0;0;0;50;50;50;0
Nein;1.2.2.6.563100;1.2.2.6;0;563100;Büromaterial;3;11226;1;;;0;30;1.500;0;1.500;280,39;863,12;207;0;1.500;1.500;1.500;0
Nein;1.2.2.6.563180;1.2.2.6;0;563180;Kosten der Herstellung von Personalausweisen und Reisepässen;3;11226;1;0,00;0,00;0,00;30;85.000;0;90.000;67.274,65;84.678,09;22.909,15;0;85.000;85.000;85.000;0
Nein;1.2.2.6.564140;1.2.2.6;0;564140;Unfallversicherungen;3;11226;1;0;0;0;80;850;0;600;845,16;555,16;0;0;850;850;850;0
Nein;1.2.2.6.599001;1.2.2.6;0;599001;Außerordentliche Aufwendungen;3;11226;1;0;0;0;30;0;0;0;0;101;0;0;0;0;0;0
Nein;1.2.2.6.614490;1.2.2.6;0;614490;Zuweis. u. Zuschüsse f. lfd. Zwecke v. sonst. öffentl. Bereich;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.631100;1.2.2.6;0;631100;Passgebühren;3;0;0;;;0,00;30;90.000;0;100.000;0;108.278,60;29.501,30;0;90.000;90.000;90.000;0
Nein;1.2.2.6.631200;1.2.2.6;0;631200;Gebühren f. die Erteilung v. Bescheiden;3;0;0;;;0,00;30;35.000;0;32.000;0;40.116,05;5.940,90;0;35.000;35.000;37.000;0
Nein;1.2.2.6.642490;1.2.2.6;0;642490;Kostenerst. Kostenuml. v öffentl. Bereich v sonst öffentl Bereich;3;0;0;;;0;30;0;0;0;0;5.827,77;0;0;0;0;0;0
Nein;1.2.2.6.662100;1.2.2.6;0;662100;Ordnungsrechtl. Einzahlungen (Bußgelder, Verwarnungsgelder u.a.);3;0;0;;;0;30;500;0;0;0;706,05;78,45;0;500;500;500;0
Nein;1.2.2.6.702110;1.2.2.6;0;702110;Bezüge der Beamten;3;1500000;1;0;0,00;0;60;0;0;0;0;28.747,30;0;0;0;0;0;0
Nein;1.2.2.6.702210;1.2.2.6;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0,00;60;169.000;0;165.370;0;114.417,89;35.604,93;0;172.380;175.830;179.350;0
Nein;1.2.2.6.702220;1.2.2.6;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;2.193,34;0;0;0;0;0;0
Nein;1.2.2.6.703200;1.2.2.6;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;0;0,00;0,00;60;13.000;0;12.800;0;8.720,17;2.728,39;0;13.260;13.530;13.810;0
Nein;1.2.2.6.704200;1.2.2.6;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;0;0,00;0,00;60;34.700;0;34.190;0;23.689,64;7.376,78;0;35.400;36.110;36.840;0
Nein;1.2.2.6.705100;1.2.2.6;0;705100;Beihilfen, Unterstützungsleistunen u dgl. Beamte;3;1500000;1;0;0,00;0;60;0;0;0;0;10.038,47;0;0;0;0;0;0
Nein;1.2.2.6.706290;1.2.2.6;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;177,65;20,46;0;0;0;0;0
Nein;1.2.2.6.709000;1.2.2.6;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;20;0;33,79;0;0;0;0;0;0
Nein;1.2.2.6.711100;1.2.2.6;0;711100;Versorgungsauszahlungen für Beamte;3;1510000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.2.6.723800;1.2.2.6;0;723800;Auszahlung Unterhalt geringwert. Geräte Ausstattungs-Ausrüstungs sonst.Gebrauchs;3;11226;1;0;0;0;30;500;0;500;0;208,25;0;0;500;500;500;0
Nein;1.2.2.6.725410;1.2.2.6;0;725410;Kostenerstattungen an den Bund;3;11226;1;;;0;30;5.000;0;5.500;0;3.832,08;0;0;5.000;5.000;5.000;0
Nein;1.2.2.6.725420;1.2.2.6;0;725420;Kostenerstattungen an das Land;3;11226;1;;;0;30;2.200;0;2.100;0;2.016,00;356;0;2.200;2.200;2.200;0
Nein;1.2.2.6.725430;1.2.2.6;0;725430;Kostenerstattungen an die Gem u Gemeindeverbände;3;11226;1;;;0;30;10.000;0;10.000;0;10.065,21;144,46;0;10.000;10.000;10.000;0
Nein;1.2.2.6.761400;1.2.2.6;0;761400;Auszahlung allgemeine Betreuung Bedienstete;3;11226;1;;;0;30;50;0;0;0;0;0;0;50;50;50;0
Nein;1.2.2.6.763100;1.2.2.6;0;763100;Büromaterial ;3;11226;1;;;0;30;1.500;0;1.500;0;863,12;207;0;1.500;1.500;1.500;0
Nein;1.2.2.6.763180;1.2.2.6;0;763180;Kosten der Herstellung von Personalausweisen und Reisepässen;3;11226;1;0;0,00;0,00;30;85.000;0;90.000;0;83.765,34;21.526,89;0;85.000;85.000;85.000;0
Nein;1.2.2.6.764140;1.2.2.6;0;764140;Unfallversicherungen;3;11226;1;0;0;0;80;850;0;600;0;0;0;0;850;850;850;0
Nein;1.2.2.6.769500;1.2.2.6;0;769500;Außerordentliche Auszahlungen;3;11226;1;0;0;0;30;0;0;0;0;101;0;0;0;0;0;0
Ja;1.2.3.1.431200;1.2.3.1;0;431200;Gebühren für die Erteilung von Bescheiden;3;0;0;;;0,00;30;11.000;0;10.000;8.884;13.535,90;1.172,00;0;11.000;11.000;12.000;0
Nein;1.2.3.1.466140;1.2.3.1;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.3.1.502210;1.2.3.1;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0;60;0;0;8.410;1.369,75;8.270,62;367,55;0;0;0;0;0
Nein;1.2.3.1.502220;1.2.3.1;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;150,14;159,85;0;0;0;0;0;0
Nein;1.2.3.1.503200;1.2.3.1;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;;;0;60;0;0;650;411,73;653,35;152,91;0;0;0;0;0
Nein;1.2.3.1.504200;1.2.3.1;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;;;0;60;0;0;1.710;47,46;1.707,53;37,02;0;0;0;0;0
Nein;1.2.3.1.506290;1.2.3.1;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;7,77;12;3;0;0;0;0;0
Nein;1.2.3.1.508200;1.2.3.1;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.3.1.508220;1.2.3.1;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;1.2.3.1.509000;1.2.3.1;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;40;-0,01;36,24;0,97;0;0;0;0;0
Nein;1.2.3.1.563100;1.2.3.1;0;563100;Büromaterial;3;11231;1;;;0;30;150;0;150;0;0;0;0;150;150;150;0
Nein;1.2.3.1.564140;1.2.3.1;0;564140;Unfallversicherungen;3;11231;1;;;0;80;50;0;100;32,21;31,67;0;0;50;50;50;0
Nein;1.2.3.1.631200;1.2.3.1;0;631200;Gebühren f. die Erteilung v. Bescheiden;3;0;0;;;0,00;30;11.000;0;10.000;0;13.435,90;2.467,00;0;11.000;11.000;12.000;0
Nein;1.2.3.1.702210;1.2.3.1;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0;60;0;0;8.410;0;8.270,62;329,08;0;0;0;0;0
Nein;1.2.3.1.702220;1.2.3.1;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;159,85;0;0;0;0;0;0
Nein;1.2.3.1.703200;1.2.3.1;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0;60;0;0;650;0;653,35;152,91;0;0;0;0;0
Nein;1.2.3.1.704200;1.2.3.1;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0;60;0;0;1.710;0;1.707,53;28,41;0;0;0;0;0
Nein;1.2.3.1.706290;1.2.3.1;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;12;3;0;0;0;0;0
Nein;1.2.3.1.709000;1.2.3.1;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;40;0;36,24;0,97;0;0;0;0;0
Nein;1.2.3.1.763100;1.2.3.1;0;763100;Büromaterial ;3;11231;1;;;0;30;150;0;150;0;0;0;0;150;150;150;0
Nein;1.2.3.1.764140;1.2.3.1;0;764140;Unfallversicherungen;3;11231;1;;;0;80;50;0;100;0;0;0;0;50;50;50;0
